batch,item,i_name,value,v_name,cur_maps_to_id,cur_maps_to_name,cur_maps_to_value_id,cur_maps_to_value_name,new_maps_to_id,new_maps_to_name,new_maps_to_value_id,new_maps_to_value_name,new_value_as_number,new_unit_id,new_unit_name
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,"45 + (any of 10, 15, or 30)||Metastasis to other visceral sites plus distant lymph node(s), skin, subcutaneous tissue, or lung",35225597,Metastasis to viscera,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,(40 or 20) + 10||Distant metastasis or extension coded in 20 plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,40 + 07||Distant metastasis plus distant lymph nodes in code 07,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,40 + 20||Distant metastasis EXCEPT distant lymph nodes plus metastatic skin lesions,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,40 + 11||Distant metastases plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,40 + (10 or 15) Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,40 + (30 or 35)||Distant metastasis other than distant lymph node(s) plus bone(s) |OR |Distant metastasis plus distant lymph nodes and bone(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,40 + 20||Distant metastasis EXCEPT distant lymph nodes plus metastatic skin lesions,35225673,Metastasis to skin,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,56,"45 + any of (13, 30) ||Metastasis to other visceral sites plus distant lymph node(s), skin, subcutaneous tissues, or lungs",35225597,Metastasis to viscera,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,58,"40 + (10, 11, 12, 14, 17, 18)||Distant metastasis plus distant lymph nodes in codes 10, 11, 12, 14, 17, or 18",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,58,40 + 20 + 10||Distant metastasis plus metastatic skin lesions plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||FIGO Stage IV",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||Stated as M1 [NOS] with no other information on distant metastases",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||Stated as M1[NOS] with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS ||Stated as M1 [NOS] with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||Stated as M1 [NOS] with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS ||Stated as M1 [NOS] with no other information on metastases",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,Distant metastasis NOS||Stated as M1 [NOS] with no other information on metastasis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis , NOS ||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS ||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS| |Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS|| Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS|Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant Metastasis, NOS Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS Stated as M1with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||Stated as M1 with no other information on metastases",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis, NOS||Stated as M1 with no other information on metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,Distant metastasis NOS,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastasis(es), NOS||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,"Distant metastases, NOS||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,60,Metastasis to CNS:| Location not specified||Stated as M1c with no other information on metastasis,35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,65,"Distant metastasis, NOS||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,65,Metastasis to CNS:| Prechiasmatic lesions | WITHOUT leptomeningeal and/or CSF involvement,35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,70,Metastasis to CNS:| Postchiasmatic lesions| WITHOUT leptomeningeal and/or CSF involvement||Stated as M1d with no other information on metastasis,35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,70,FIGO Stage IV [NOS] based on distant metastasis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,70,"Distant metastasis, NOS||Stated as M1 with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,70,"Distant metastasis, other than lymph nodes or lung|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,75,Metastasis to CNS:| WITH Leptomeningeal and/or CSF involvement||Stated as M1e with no other information on metastasis,35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,80,70 + any of (10 to 60)||Distant metastasis plus metastasis to lung and/or regional or distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,80,"Distant metastasis, NOS| |Stated as M1, NOS with no other information on distant metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,85,"Distant metastasis, NOS",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,2,"Meets criteria for AJCC pathologic staging of distant metastasis:||No pathologic examination of metastatic specimen done prior to death, but positive metastatic evidence derived from autopsy (tumor was suspected or diagnosed prior to autopsy).",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,2,"Meets criteria for AJCC pathologic staging of distant metastasis:||No microscopic examination of metastasis done prior to death, but positive metastatic evidence derived from autopsy (tumor was suspected or diagnosed prior to autopsy).",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,2,"Meets criteria for AJCC pathologic staging of distant metastasis: ||No microscopic examination of metastatic specimen done prior to death, but positive metastatic evidence derived from autopsy (tumor was suspected or diagnosed prior to autopsy).",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,2,"Meets criteria for AJCC pathologic staging of distant metastasis:||No pathologic examination of metastatic tissue done prior to death, but evidence derived from autopsy (tumor was suspected or diagnosed prior to autopsy).",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,3,"Meets criteria for AJCC pathologic staging of distant metastasis:||Positive microscopic examination of metastasis performed WITHOUT pre-surgical systemic treatment or radiation|OR positive microscopic examination of metastasis performed, unknown if pre-s",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,3,"Meets criteria for AJCC pathologic staging of distant metastasis: ||Specimen from metastatic site microscopically positive WITHOUT pre-surgical systemic treatment or radiation ||OR specimen from metastatic site microscopically positive, unknown if pre-su",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,3,"Meets criteria for AJCC pathologic staging of distant metastasis:||Specimen from metastatic site microscopically positive WITHOUT pre-surgical systemic treatment or radiation |OR specimen from metastatic site microscopically positive, unknown if pre-surg",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,3,"Meets criteria for AJCC pathologic staging of distant metastasis:||Specimen from metastatic site microscopically positive WITHOUT pre-surgical systemic treatment or radiation OR specimen from metastatic site microscopically positive, unknown if pre-surgi",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,6,"Meets criteria for AJCC y-pathologic (yp)staging of distant metastasis:||Positive microscopic examination of metastasis performed WITH pre-surgical systemic treatment or radiation, BUT metastasis based on pathologic evidence.",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,6,"Meets criteria for AJCC y-pathologic (yp) staging of distant metastasis:||Specimen from metastatic site microscopically positive WITH pre-surgical systemic treatment or radiation, and metastasis based on pathologic evidence.",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,6,"Meets criteria for AJCC y-pathologic (yp) staging of distant metastasis: ||Specimen from metastatic site microscopically positive WITH pre-surgical systemic treatment or radiation, BUT metastasis based on pathologic evidence.",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,6,"Meets criteria for AJCC y-pathologic (yp) staging of distant metastasis:|Specimen from metastatic site microscopically positive WITH pre-surgical systemic treatment or radiation, BUT metastasis based on pathologic evidence.",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,8,Meets criteria for AJCC autopsy (a) staging of distant metastasis:||Evidence from autopsy based on examination of positive metastatis tissue AND tumor was unsuspected or undiagnosed prior to autopsy.,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,8,Meets criteria for AJCC autopsy (a) staging of distant metastasis:||Evidence from autopsy AND tumor was unsuspected or undiagnosed prior to autopsy.,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,8,Meets criteria for AJCC autopsy (a) staging of distant metastasis: ||Evidence from autopsy based on examination of positive metastatic tissue AND tumor was unsuspected or undiagnosed prior to autopsy.,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2860,CS Mets Eval,8,Meets criteria for AJCC autopsy (a) staging of distant metastasis:||Evidence from autopsy based on examination of positive metastatic tissue AND tumor was unsuspected or undiagnosed prior to autopsy.,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2900,Clinical Status of Lymph Node Mets,100,Clinically apparent in transit metastasis|WITH or WITHOUT occult nodal metastasis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2900,Clinical Status of Lymph Node Mets,100,Clinically apparent in transit metastasis|WITH or WITHOUT occult lymph node metastases,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2910,Pathologic M1: Source of Pathologic Metastatic Specimen,010,Liver metastasis on pathologic examination at diagnosis,36770544,Metastasis to liver,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2910,Pathologic M1: Source of Pathologic Metastatic Specimen,020,Lung metastasis on pathologic examination at diagnosis,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2910,Pathologic M1: Source of Pathologic Metastatic Specimen,030,Brain metastasis on pathologic examination at diagnosis,36768862,Metastasis to brain,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2910,Pathologic M1: Source of Pathologic Metastatic Specimen,040,Bone metastasis on pathologic examination at diagnosis,36769301,Metastasis to bone,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2910,Pathologic M1: Source of Pathologic Metastatic Specimen,050,Other metastasis on pathologic examination at diagnosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2910,Pathologic M1: Source of Pathologic Metastatic Specimen,060,010-050 Metastases from multiple sites in codes 010-050 on pathologic examination at diagnosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,700,"Other genital structure(s) by METASTASIS - Broad ligament(s) - Cervix uteri - Corpus uteri - Fallopian tube(s) - Genital structure(s), NOS - Ovary(ies) - Uterus, NOS - Vagina Further contiguous extension",35226152,Metastasis to genital organs,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,750,"One or both fallopian tube(s) involved - WITH confirmed peritoneal metastasis or peritoneal carcinomatosis outside of the pelvis (above pelvic brim) - UNKNOWN if microscopic or macroscopic Peritoneal implants, NOS Further contiguous extension FIGO Stag...",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,750,"One or both ovaries involved - WITH confirmed peritoneal metastasis or peritoneal carcinomatosis outside of the pelvis (above pelvic brim) - UNKNOWN if microscopic or macroscopic Peritoneal implants, NOS Further contiguous extension FIGO Stage III [NOS]",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,750,"One or both fallopian tube(s) involved - WITH confirmed peritoneal metastasis or peritoneal carcinomatosis outside of the pelvis (above pelvic brim) - UNKNOWN if microscopic or macroscopic Peritoneal implants, NOS Further contiguous extension FIGO Stag...",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,750,"Primary peritoneal carcinoma - WITH confirmed peritoneal metastasis or peritoneal carcinomatosis outside of the pelvis (above pelvic brim) - UNKNOWN if microscopic or macroscopic Peritoneal implants, NOS Further contiguous extension FIGO Stage III [NOS]",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,750,"Primary peritoneal carcinoma - WITH confirmed peritoneal metastasis or peritoneal carcinomatosis outside of the pelvis (above pelvic brim) - UNKNOWN if microscopic or macroscopic Peritoneal implants, NOS Further contiguous extension FIGO Stage III [NOS]",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,772,EOD Primary Tumor,750,"One or both ovaries involved - WITH confirmed peritoneal metastasis or peritoneal carcinomatosis outside of the pelvis (above pelvic brim) - UNKNOWN if microscopic or macroscopic Peritoneal implants, NOS Further contiguous extension FIGO Stage III [NOS]",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,774,EOD Regional Nodes,600,In-transit metastasis present - WITHOUT lymph node metastasis or UNKNOWN Discontinuous from primary tumor Located between primary tumor and draining regional nodal basin OR distal to the primary tumor,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,774,EOD Regional Nodes,700,PATHOLOGICAL assessment only In-transit metastasis present - WITHOUT lymph node metastasis or UNKNOWN Discontinuous from primary tumor Located between primary tumor and draining regional nodal basin OR distal to the primary tumor,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,20,Metastasis to (excluding direct extension) - Bone - Cartilage - Fascia - Skeletal muscle Skin or subcutaneous tissue beyond regional lymph node(s) * Underlying cartilage WITH or WITHOUT distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,At least one extrahepatic site - Bone - Lung - Ovary(ies) - Peritoneum (seeding) Other specified distant metastasis (except liver) Carcinomatosis WITH or WITHOUT distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,Lung metastasis * WITH or WITHOUT metastasis in codes 10 or 20,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,Lung WITH or WITHOUT metastasis in codes 10 or 20,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,Single extrathoracic metastasis in a single organ WITH or WITHOUT metastasis listed in code 10,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,Intraperitoneal metastasis (peritoneal carcinomatosis) - WITH or WITHOUT peritoneal mucinous deposits containing tumor cells - Includes peritoneal spread with LAMN tumors,35226253,Metastasis to peritoneum,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,Distant metastasis to any organ EXCEPT CNS Carcinomatosis Code 10 + 30,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,30,At least one extrahepatic site - Bone - Lung - Ovary(ies) - Peritoneum (seeding) Other specified distant metastasis (except Liver) Carcinomatosis WITH or WITHOUT distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Bone (other than primary site) OR Other specified distant metastasis WITH or WITHOUT distant lymph nodes or lung metastasis Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Peritoneal surface metastasis (peritoneum) WITH or WITHOUT distant lymph node(s) or distant organ(s) Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Non-peritoneal metastasis WITH or WITHOUT distant lymph nodes or intraperitoneal spread Intraperitoneal spread WITH distant lymph nodes Other specified distant metastasis Carcinomatosis * Excludes peritoneal carcinomatosis (see EOD Mets code 30),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Multiple extrathoracic metastases in a single organ or in multiple organs Abdominal organs Adjacent rib (noncontiguous involvement only) (see EOD Primary Tumor for contiguous involvement) Skin of chest Separate lesion in chest wall or diaphragm Multipl...,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,At least one extrahepatic site - Bone - Lung - Ovary - Peritoneum Other specified distant metastasis (except liver) Carcinomatosis WITH or WITHOUT distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,"Distant metastasis to other sites not in codes 10, 20 or 30 Visceral metastasis, NOS WITH or WITHOUT metastasis in codes 10, 20 or 30 Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,"Distant metastasis to non-CNS visceral sites * Visceral metastasis, NOS * Other specified metastases * Carcinomatosis WITH or WITHOUT metastasis to sites in codes 10, 20 or 30",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Liver WITH other distant metastasis (10) + (20 or 30),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Pulmonary intraparenchymal nodule Other extrathoracic sites WITH or WITHOUT distant lymph node(s) OR pleural or pericardial nodule(s) Other specified distant metastasis Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Pulmonary intraparenchymal nodule Other extrathoracic sites WITH or WITHOUT distant lymph node(s) OR pleural or pericardial nodule(s) Other specified distant metastasis Carcinomatosis,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Peritoneal surface metastasis (peritoneum) WITH or WITHOUT distant lymph node(s) or distant organ(s) Carcinomatosis,35226253,Metastasis to peritoneum,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,50,Other specified distant metastasis WITH or WITHOUT lung metastasis or distant lymph node(s) Carcinomatosis FIGO Stage IV,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,60,"Liver WITH other distant metastasis (10) + (20, 40 or 50)",36770544,Metastasis to liver,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,60,"Liver WITH other distant metastasis (10) + (20, 40 or 50)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,60,"CNS Metastasis * WITH or WITHOUT metastasis in codes 10, 20, 30, or 50",35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,70,"Peritoneal nodule(s) Liver parenchymal nodule(s) Carcinomatosis Distant metastasis WITH or WITHOUT distant lymph node(s) Distant metastasis, NOS",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,70,Metastasis within CNS and CSF pathways * Carcinomatous meningitis * Drop metastasis * Leptomeningeal metastases * Meningeal carcinomatosis Metastasis outside the CNS * Extra-neural metastasis Carcinomatosis Distant metastasis WITH or WITHOUT distant ly...,35225743,Metastasis to spinal cord,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,70,Metastasis within CNS and CSF pathways * Carcinomatous meningitis * Drop metastasis * Leptomeningeal metastases * Meningeal carcinomatosis Metastasis outside the CNS * Extra-neural metastasis Carcinomatosis Distant metastasis WITH or WITHOUT distant ly...,35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,70,"Metastatic skin lesions with or without distant lymph node(s) Carcinomatosis Distant metastasis WITH or WITHOUT distant lymph node(s), NOS Distant metastasis, NOS",35225673,Metastasis to skin,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,70,"Seeding of peritoneum, even if limited to the lesser sac region Positive peritoneal cytology Carcinomatosis Distant metastasis WITH or WITHOUT distant lymph node(s) Distant metastasis, NOS",35226253,Metastasis to peritoneum,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,776,EOD Mets,70,"Carcinomatosis Krukenberg tumor (metastasis to ovary(ies)) Malignant (positive) peritoneal cytology Distant metastasis WITH or WITHOUT distant lymph node(s) Distant metastasis, NOS",35226230,Metastasis to ovary,,,,,9191,Positive,,,
1112 Bone Met val=0 Negative,1112,Mets at DX-Bone,0,None; no bone metastases,,,,,36769301,Metastasis to bone,9189,Negative,,,
1115 Liver Met val=0 Negative,1115,Mets at DX-Liver,0,None; no liver metastases,,,,,36770544,Metastasis to liver,9189,Negative,,,
1116 Lung Met val=0 Negative,1116,Mets at DX-Lung,0,None; no lung metastases,,,,,36770283,Metastasis to lung,9189,Negative,,,
1117 Other Distant Met val=0 Negative,1117,Mets at DX-Other,0,None; no other metastases,,,,,36769180,Metastasis,9189,Negative,,,
1138 Pediatric Met val=00 Negative,1138,Pediatric Mets,00,No distant metastasis,,,,,36769180,Metastasis,9189,Negative,,,
1138 Pediatric Met val=70 Positive,1138,Pediatric Mets,70,"Distant metastasis, NOS",,,,,36769180,Metastasis,9191,Positive,,,
1185 INRGSS M/MS stage Positive,1185,Intl Neuroblastoma Risk Grp Stag Sys (INRGSS),3,Stage M * Distant metastatic disease (see Stage MS for patients less than 18 months) * Noncontiguous disease Distant lymph node involvement,,,,,36769180,Metastasis,9191,Positive,,,
1185 INRGSS M/MS stage Positive,1185,Intl Neuroblastoma Risk Grp Stag Sys (INRGSS),4,Stage MS * For patients less than 18 months only (547 days) metastatic disease confined to * Bone marrow * MIBG scintigraphy must be negative in bone and bone marrow * Skin * Liver,,,,,36769180,Metastasis,9191,Positive,,,
1188 IRSS Stage IV Positive,1188,IRSS Stage for Eye-2,4,Stage IV * Distant metastatic disease,,,,,36769180,Metastasis,9191,Positive,,,
1880 Recurrence Type 59/70 Positive,1880,Recurrence Type--1st,59,"Distant systemic recurrence of an invasive tumor only. This includes leukemia, bone marrow metastasis, carcinomatosis, and generalized disease.",,,,,36769180,Metastasis,9191,Positive,,,
1880 Recurrence Type 59/70 Positive,1880,Recurrence Type--1st,70,"Since diagnosis, patient has never been disease-free. This includes cases with distant metastasis at diagnosis, systemic disease, unknown primary, or minimal disease that is not treated.",,,,,36769180,Metastasis,9191,Positive,,,
2810 code 130 malignant ascites Positive,2810,CS Extension,130,Extension onto or through tubal serosa|Malignant ascites|Malignant peritoneal washings||FIGO Stage IC,,,,,36770524,Malignant ascites,9191,Positive,,,
